Move_ID,Name,Stage,Layer,Repeat,Clip,Clip_Name,Role,g,p,Authored_d,Onset_Ms,Expected_d,Hit_Before,Delta_Before,Delta_After
M-BARROWMOLE-3,Spade Claw,2,1,1,AFX-029,Draw Knife 3,main,1.0,-3,0,153.4,0,153.4,153.4,0.0
M-BARROWMOLE-3,Spade Claw,2,2,1,AFX-085,Impact Generic light 003,loud,0.65,-4,140,0.0,160,140.0,-20.0,-20.0
M-BARROWMOLE-3,Spade Claw,2,3,1,AFX-036,Footstep 05,quiet,0.5,-3,260,19.0,160,279.0,119.0,100.0
M-BARROWMOLE-3,Spade Claw,3,1,1,AFX-029,Draw Knife 3,main,1.0,-4,0,162.5,0,162.5,162.5,0.0
M-BARROWMOLE-3,Spade Claw,3,2,1,AFX-085,Impact Generic light 003,loud,0.7,-4,140,0.0,160,140.0,-20.0,-20.0
M-BARROWMOLE-3,Spade Claw,3,3,1,AFX-036,Footstep 05,loud,0.55,-3,260,19.0,220,279.0,59.0,40.0
M-BARROWMOLE-3,Spade Claw,3,3,2,AFX-036,Footstep 05,loud,0.55,-3,380,19.0,220,399.0,179.0,160.0
M-BARROWMOLE-3,Spade Claw,3,4,1,AFX-495,Explosion Crunch 000,quiet,0.45,-5,500,0.0,220,500.0,280.0,280.0
M-BARROWMOLE-4,Entrench,1,1,1,AFX-155,Impact Soft heavy 003,main,0.6,-3,0,1.2,0,1.2,1.2,0.0
M-BARROWMOLE-4,Entrench,2,1,1,AFX-155,Impact Soft heavy 003,main,0.6,-3,0,1.2,0,1.2,1.2,0.0
M-BARROWMOLE-4,Entrench,2,2,1,AFX-450,Phaser Up 6,quiet,0.5,-5,180,96.1,140,276.1,136.1,40.0
M-BARROWMOLE-4,Entrench,2,3,1,AFX-851,Sand spell,quiet,0.5,4,260,65.9,140,325.9,185.9,120.0
M-BARROWMOLE-4,Entrench,3,1,1,AFX-155,Impact Soft heavy 003,main,0.6,-3,0,1.2,0,1.2,1.2,0.0
M-BARROWMOLE-4,Entrench,3,2,1,AFX-450,Phaser Up 6,quiet,0.5,-5,180,96.1,140,276.1,136.1,40.0
M-BARROWMOLE-4,Entrench,3,3,1,AFX-851,Sand spell,quiet,0.5,-2,260,93.2,140,353.2,213.2,120.0
M-BARROWMOLE-4,Entrench,3,4,1,AFX-121,Impact Mining 004,loud,0.55,-4,420,1.3,140,421.3,281.3,280.0
M-BRAMBLEFAWN-1,Bloomburst,1,1,1,AFX-495,Explosion Crunch 000,main,0.85,-2,0,0.0,0,0.0,0.0,0.0
M-BRAMBLEFAWN-1,Bloomburst,2,1,1,AFX-495,Explosion Crunch 000,main,0.85,-2,0,0.0,0,0.0,0.0,0.0
M-BRAMBLEFAWN-1,Bloomburst,2,2,1,AFX-012,Cloth 1,quiet,0.5,-4,200,139.9,160,339.9,179.9,40.0
M-BRAMBLEFAWN-1,Bloomburst,2,3,1,AFX-446,Phaser Up 2,quiet,0.45,-5,360,114.8,240,474.8,234.8,120.0
M-BRAMBLEFAWN-1,Bloomburst,3,1,1,AFX-495,Explosion Crunch 000,main,0.85,-2,0,0.0,0,0.0,0.0,0.0
M-BRAMBLEFAWN-1,Bloomburst,3,2,1,AFX-012,Cloth 1,quiet,0.5,-4,200,139.9,160,339.9,179.9,40.0
M-BRAMBLEFAWN-1,Bloomburst,3,3,1,AFX-446,Phaser Up 2,quiet,0.45,-5,360,114.8,240,474.8,234.8,120.0
M-BRAMBLEFAWN-1,Bloomburst,3,4,1,AFX-526,Low Frequency explosion 001,loud,0.55,-2,400,77.4,240,477.4,237.4,160.0
M-BRAMBLEFAWN-2,Thorn Flick,1,1,1,AFX-173,Impact Wood light 001,main,0.7,0,0,0.0,0,0.0,0.0,0.0
M-BRAMBLEFAWN-2,Thorn Flick,2,1,1,AFX-173,Impact Wood light 001,main,0.7,0,0,0.0,0,0.0,0.0,0.0
M-BRAMBLEFAWN-2,Thorn Flick,2,2,1,AFX-014,Cloth 3,quiet,0.45,-2,160,67.3,180,227.3,47.3,-20.0
M-BRAMBLEFAWN-2,Thorn Flick,3,1,1,AFX-173,Impact Wood light 001,main,0.7,0,0,0.0,0,0.0,0.0,0.0
M-BRAMBLEFAWN-2,Thorn Flick,3,2,1,AFX-014,Cloth 3,quiet,0.45,-2,160,67.3,160,227.3,67.3,0.0
M-BRAMBLEFAWN-2,Thorn Flick,3,3,1,AFX-495,Explosion Crunch 000,quiet,0.4,-5,240,0.0,260,240.0,-20.0,-20.0
M-BRAMBLEFAWN-3,Verdant Ward,1,1,1,AFX-014,Cloth 3,main,0.8,-4,0,75.6,0,75.6,75.6,0.0
M-BRAMBLEFAWN-3,Verdant Ward,2,1,1,AFX-014,Cloth 3,main,0.8,-4,0,75.6,0,75.6,75.6,0.0
M-BRAMBLEFAWN-3,Verdant Ward,2,2,1,AFX-503,Force Field 003,quiet,0.5,-2,120,43.8,160,163.8,3.8,-40.0
M-BRAMBLEFAWN-3,Verdant Ward,2,3,1,AFX-844,Leaves 01,quiet,0.45,-4,300,64.3,180,364.3,184.3,120.0
M-BRAMBLEFAWN-3,Verdant Ward,3,1,1,AFX-014,Cloth 3,main,0.85,-4,0,75.6,0,75.6,75.6,0.0
M-BRAMBLEFAWN-3,Verdant Ward,3,2,1,AFX-503,Force Field 003,quiet,0.5,-4,150,49.1,160,199.1,39.1,-10.0
M-BRAMBLEFAWN-3,Verdant Ward,3,3,1,AFX-844,Leaves 01,quiet,0.5,-4,300,64.3,340,364.3,24.3,-40.0
M-BRAMBLEFAWN-3,Verdant Ward,3,3,2,AFX-844,Leaves 01,quiet,0.5,-4,440,64.3,340,504.3,164.3,100.0
M-BRAMBLEFAWN-3,Verdant Ward,3,4,1,AFX-778,Gong 02,quiet,0.45,1,420,18.9,340,438.9,98.9,80.0
M-BRAMBLEFAWN-4,Tangle Snare,1,1,1,AFX-122,Impact Plank medium 000,main,0.7,-2,0,0.0,0,0.0,0.0,0.0
M-BRAMBLEFAWN-4,Tangle Snare,2,1,1,AFX-122,Impact Plank medium 000,main,0.7,-2,0,0.0,0,0.0,0.0,0.0
M-BRAMBLEFAWN-4,Tangle Snare,2,2,1,AFX-014,Cloth 3,quiet,0.45,-2,160,67.3,160,227.3,67.3,0.0
M-BRAMBLEFAWN-4,Tangle Snare,3,1,1,AFX-122,Impact Plank medium 000,main,0.7,-2,0,0.0,0,0.0,0.0,0.0
M-BRAMBLEFAWN-4,Tangle Snare,3,2,1,AFX-014,Cloth 3,quiet,0.45,-2,160,67.3,160,227.3,67.3,0.0
M-BRAMBLEFAWN-4,Tangle Snare,3,3,1,AFX-526,Low Frequency explosion 001,quiet,0.5,-2,280,77.4,300,357.4,57.4,-20.0
M-NIGHTMARE-1,Reap the Fleeing,1,1,1,AFX-429,Low Down,main,0.9,-2,0,157.1,0,157.1,157.1,0.0
M-NIGHTMARE-1,Reap the Fleeing,2,1,1,AFX-429,Low Down,main,0.9,-2,0,157.1,0,157.1,157.1,0.0
M-NIGHTMARE-1,Reap the Fleeing,2,2,1,AFX-013,Cloth 2,quiet,0.4,-5,120,140.2,160,260.2,100.2,-40.0
M-NIGHTMARE-1,Reap the Fleeing,2,3,1,AFX-152,Impact Soft heavy 000,loud,0.6,-4,240,1.3,160,241.3,81.3,80.0
M-NIGHTMARE-1,Reap the Fleeing,3,1,1,AFX-429,Low Down,main,0.9,-2,0,157.1,0,157.1,157.1,0.0
M-NIGHTMARE-1,Reap the Fleeing,3,2,1,AFX-013,Cloth 2,quiet,0.4,-5,120,140.2,160,260.2,100.2,-40.0
M-NIGHTMARE-1,Reap the Fleeing,3,3,1,AFX-152,Impact Soft heavy 000,loud,0.6,-4,240,1.3,160,241.3,81.3,80.0
M-NIGHTMARE-1,Reap the Fleeing,3,4,1,AFX-526,Low Frequency explosion 001,loud,0.55,-3,380,82.1,160,462.1,302.1,220.0
M-NIGHTMARE-2,Terror Gallop,1,1,1,AFX-072,Footstep wood 000,main,0.55,-2,0,1.1,0,1.1,1.1,0.0
M-NIGHTMARE-2,Terror Gallop,1,1,2,AFX-072,Footstep wood 000,loud,0.55,-2,90,1.1,0,91.1,91.1,90.0
M-NIGHTMARE-2,Terror Gallop,1,1,3,AFX-072,Footstep wood 000,loud,0.55,-2,180,1.1,0,181.1,181.1,180.0
M-NIGHTMARE-2,Terror Gallop,1,2,1,AFX-430,Low Random,loud,0.7,-2,160,107.8,0,267.8,267.8,160.0
M-NIGHTMARE-2,Terror Gallop,2,1,1,AFX-072,Footstep wood 000,main,0.55,-2,0,1.1,0,1.1,1.1,0.0
M-NIGHTMARE-2,Terror Gallop,2,1,2,AFX-072,Footstep wood 000,loud,0.55,-2,90,1.1,160,91.1,-68.9,-70.0
M-NIGHTMARE-2,Terror Gallop,2,1,3,AFX-072,Footstep wood 000,loud,0.55,-2,180,1.1,160,181.1,21.1,20.0
M-NIGHTMARE-2,Terror Gallop,2,2,1,AFX-430,Low Random,loud,0.7,-2,160,107.8,160,267.8,107.8,0.0
M-NIGHTMARE-2,Terror Gallop,2,3,1,AFX-018,Creak 1,quiet,0.5,-4,300,226.8,160,526.8,366.8,140.0
M-NIGHTMARE-2,Terror Gallop,3,1,1,AFX-072,Footstep wood 000,main,0.6,-2,0,1.1,0,1.1,1.1,0.0
M-NIGHTMARE-2,Terror Gallop,3,1,2,AFX-072,Footstep wood 000,loud,0.6,-2,90,1.1,160,91.1,-68.9,-70.0
M-NIGHTMARE-2,Terror Gallop,3,1,3,AFX-072,Footstep wood 000,loud,0.6,-2,180,1.1,160,181.1,21.1,20.0
M-NIGHTMARE-2,Terror Gallop,3,1,4,AFX-072,Footstep wood 000,loud,0.6,-2,270,1.1,280,271.1,-8.9,-10.0
M-NIGHTMARE-2,Terror Gallop,3,2,1,AFX-430,Low Random,loud,0.7,-2,160,107.8,160,267.8,107.8,0.0
M-NIGHTMARE-2,Terror Gallop,3,3,1,AFX-018,Creak 1,quiet,0.5,-4,300,226.8,280,526.8,246.8,20.0
M-NIGHTMARE-2,Terror Gallop,3,4,1,AFX-495,Explosion Crunch 000,quiet,0.5,-2,360,0.0,280,360.0,80.0,80.0
M-NIGHTMARE-3,Soul Chase,1,1,1,AFX-160,Impact Soft medium 003,main,0.7,0,0,1.0,0,1.0,1.0,0.0
M-NIGHTMARE-3,Soul Chase,2,1,1,AFX-160,Impact Soft medium 003,main,0.7,0,0,1.0,0,1.0,1.0,0.0
M-NIGHTMARE-3,Soul Chase,2,2,1,AFX-442,Phaser Down 1,quiet,0.45,-3,160,140.3,160,300.3,140.3,0.0
M-NIGHTMARE-3,Soul Chase,3,1,1,AFX-160,Impact Soft medium 003,main,0.7,0,0,1.0,0,1.0,1.0,0.0
M-NIGHTMARE-3,Soul Chase,3,2,1,AFX-442,Phaser Down 1,quiet,0.45,-3,160,140.3,160,300.3,140.3,0.0
M-NIGHTMARE-3,Soul Chase,3,3,1,AFX-429,Low Down,quiet,0.45,-5,220,186.9,160,406.9,246.9,60.0
M-NIGHTMARE-4,Night Veil,1,1,1,AFX-429,Low Down,main,0.8,-2,0,157.1,0,157.1,157.1,0.0
M-NIGHTMARE-4,Night Veil,2,1,1,AFX-429,Low Down,main,0.8,-2,0,157.1,0,157.1,157.1,0.0
M-NIGHTMARE-4,Night Veil,2,2,1,AFX-680,Bubble 01,quiet,0.45,-3,160,73.7,160,233.7,73.7,0.0
M-NIGHTMARE-4,Night Veil,3,1,1,AFX-429,Low Down,main,0.8,-2,0,157.1,0,157.1,157.1,0.0
M-NIGHTMARE-4,Night Veil,3,2,1,AFX-680,Bubble 01,quiet,0.45,-3,160,73.7,160,233.7,73.7,0.0
M-NIGHTMARE-4,Night Veil,3,3,1,AFX-430,Low Random,quiet,0.45,-4,300,121.0,320,421.0,101.0,-20.0
M-GOLGOTH-1,Avalanche Blow,1,1,1,AFX-131,Impact Plate heavy 004,main,0.7,-6,0,0.0,0,0.0,0.0,0.0
M-GOLGOTH-1,Avalanche Blow,2,1,1,AFX-131,Impact Plate heavy 004,main,0.7,-6,0,0.0,0,0.0,0.0,0.0
M-GOLGOTH-1,Avalanche Blow,2,2,1,AFX-119,Impact Mining 002,quiet,0.5,-4,160,0.0,150,160.0,10.0,10.0
M-GOLGOTH-1,Avalanche Blow,3,1,1,AFX-131,Impact Plate heavy 004,main,0.7,-6,0,0.0,0,0.0,0.0,0.0
M-GOLGOTH-1,Avalanche Blow,3,2,1,AFX-119,Impact Mining 002,quiet,0.5,-4,160,0.0,150,160.0,10.0,10.0
M-GOLGOTH-1,Avalanche Blow,3,3,1,AFX-495,Explosion Crunch 000,quiet,0.5,-6,280,0.0,220,280.0,60.0,60.0
M-GOLGOTH-2,Seismic Stomp,1,1,1,AFX-128,Impact Plate heavy 001,main,0.7,-3,0,0.0,0,0.0,0.0,0.0
M-GOLGOTH-2,Seismic Stomp,2,1,1,AFX-128,Impact Plate heavy 001,main,0.7,-3,0,0.0,0,0.0,0.0,0.0
M-GOLGOTH-2,Seismic Stomp,2,2,1,AFX-117,Impact Mining 000,quiet,0.5,-2,140,0.0,140,140.0,0.0,0.0
M-GOLGOTH-2,Seismic Stomp,3,1,1,AFX-128,Impact Plate heavy 001,main,0.7,-3,0,0.0,0,0.0,0.0,0.0
M-GOLGOTH-2,Seismic Stomp,3,2,1,AFX-117,Impact Mining 000,quiet,0.5,-2,140,0.0,140,140.0,0.0,0.0
M-GOLGOTH-2,Seismic Stomp,3,3,1,AFX-526,Low Frequency explosion 001,quiet,0.5,-3,320,82.1,220,402.1,182.1,100.0
M-GOLGOTH-3,Stone Fist,1,1,1,AFX-129,Impact Plate heavy 002,main,0.7,-3,0,0.0,0,0.0,0.0,0.0
M-GOLGOTH-3,Stone Fist,2,1,1,AFX-129,Impact Plate heavy 002,main,0.7,-3,0,0.0,0,0.0,0.0,0.0
M-GOLGOTH-3,Stone Fist,2,2,1,AFX-121,Impact Mining 004,quiet,0.5,-2,150,1.1,150,151.1,1.1,0.0
M-GOLGOTH-3,Stone Fist,3,1,1,AFX-129,Impact Plate heavy 002,main,0.7,-3,0,0.0,0,0.0,0.0,0.0
M-GOLGOTH-3,Stone Fist,3,2,1,AFX-121,Impact Mining 004,quiet,0.5,-2,150,1.1,150,151.1,1.1,0.0
M-GOLGOTH-3,Stone Fist,3,3,1,AFX-753,Rolling,quiet,0.5,-2,300,2.2,230,302.2,72.2,70.0
M-GOLGOTH-4,Calcify,1,1,1,AFX-130,Impact Plate heavy 003,main,0.7,-4,0,1.3,0,1.3,1.3,0.0
M-GOLGOTH-4,Calcify,2,1,1,AFX-130,Impact Plate heavy 003,main,0.7,-4,0,1.3,0,1.3,1.3,0.0
M-GOLGOTH-4,Calcify,2,2,1,AFX-119,Impact Mining 002,loud,0.55,-1,150,0.0,160,150.0,-10.0,-10.0
M-GOLGOTH-4,Calcify,2,3,1,AFX-753,Rolling,quiet,0.45,2,250,1.8,160,251.8,91.8,90.0
M-GOLGOTH-4,Calcify,3,1,1,AFX-130,Impact Plate heavy 003,main,0.7,-5,0,1.3,0,1.3,1.3,0.0
M-GOLGOTH-4,Calcify,3,2,1,AFX-119,Impact Mining 002,loud,0.6,-2,150,0.0,160,150.0,-10.0,-10.0
M-GOLGOTH-4,Calcify,3,3,1,AFX-753,Rolling,quiet,0.5,-2,250,2.2,160,252.2,92.2,90.0
M-GOLGOTH-4,Calcify,3,4,1,AFX-526,Low Frequency explosion 001,loud,0.6,-3,350,82.1,160,432.1,272.1,190.0
M-WYCHROOT-1,Strangleroots,1,1,1,AFX-124,Impact Plank medium 002,main,0.7,-2,0,0.0,0,0.0,0.0,0.0
M-WYCHROOT-1,Strangleroots,2,1,1,AFX-124,Impact Plank medium 002,main,0.7,-2,0,0.0,0,0.0,0.0,0.0
M-WYCHROOT-1,Strangleroots,2,2,1,AFX-020,Creak 3,quiet,0.45,-2,160,86.4,160,246.4,86.4,0.0
M-WYCHROOT-1,Strangleroots,3,1,1,AFX-124,Impact Plank medium 002,main,0.7,-2,0,0.0,0,0.0,0.0,0.0
M-WYCHROOT-1,Strangleroots,3,2,1,AFX-020,Creak 3,quiet,0.45,-2,160,86.4,160,246.4,86.4,0.0
M-WYCHROOT-1,Strangleroots,3,3,1,AFX-526,Low Frequency explosion 001,quiet,0.5,-2,300,77.4,160,377.4,217.4,140.0
M-WYCHROOT-2,Root Lash,1,1,1,AFX-012,Cloth 1,main,1.0,-3,0,132.0,0,132.0,132.0,0.0
M-WYCHROOT-2,Root Lash,1,2,1,AFX-176,Impact Wood light 004,loud,0.6,-3,160,0.0,0,160.0,160.0,160.0
M-WYCHROOT-2,Root Lash,2,1,1,AFX-012,Cloth 1,main,1.0,-3,0,132.0,0,132.0,132.0,0.0
