Id,Name,Group,File,Seconds,KB,Centroid_Hz,Over3k_Pct,Peak_dBFS,Pack,Licence,Licence_URL,Attribution,Source_URL,Used_In,Candidate,LUFS,Play_Peak_dBFS,Onset_Ms
AFX-039,Footstep 08,footstep,assets/afx/rpg-audio/footstep08.ogg,0.26,9,572,2.74,3.2,Kenney RPG Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/rpg-audio,unassigned,,-14.4,0.7,10
AFX-040,Footstep 09,footstep,assets/afx/rpg-audio/footstep09.ogg,0.22,9,295,0.13,-4.1,Kenney RPG Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/rpg-audio,unassigned,,-21.4,-6.1,18
AFX-041,Handle Coins,coin,assets/afx/rpg-audio/handlecoins.ogg,0.85,25,7439,97.11,2.5,Kenney RPG Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/rpg-audio,floor_ichor.ogg,,-20.9,0.2,150
AFX-042,Handle Coins 2,coin,assets/afx/rpg-audio/handlecoins2.ogg,0.34,13,5169,79.79,-9.2,Kenney RPG Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/rpg-audio,hub_bank.ogg,,-27.8,-10.7,52
AFX-043,Handle Small Leather,foley,assets/afx/rpg-audio/handlesmallleather.ogg,0.34,10,928,8.16,-11.6,Kenney RPG Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/rpg-audio,floor_item.ogg,,-33.2,-11.6,126
AFX-044,Handle Small Leather 2,foley,assets/afx/rpg-audio/handlesmallleather2.ogg,0.31,10,3160,36.20,-14.3,Kenney RPG Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/rpg-audio,unassigned,,-35.3,-16.5,128
AFX-045,Knife Slice,melee,assets/afx/rpg-audio/knifeslice.ogg,0.60,15,5089,73.30,0.1,Kenney RPG Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/rpg-audio,combat_basic.ogg,,-13.7,-1.3,82
AFX-046,Knife Slice 2,melee,assets/afx/rpg-audio/knifeslice2.ogg,0.57,15,5505,80.90,3.4,Kenney RPG Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/rpg-audio,unassigned,,-11.7,0.6,20
AFX-047,Metal Click,material,assets/afx/rpg-audio/metalclick.ogg,0.45,13,4842,61.19,-5.1,Kenney RPG Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/rpg-audio,floor_plate.ogg,,-28.0,-6.9,90
AFX-048,Metal Latch,material,assets/afx/rpg-audio/metallatch.ogg,0.26,10,6809,87.61,3.7,Kenney RPG Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/rpg-audio,floor_trap.ogg,,-14.3,1.6,43
AFX-049,Metal Pot 1,material,assets/afx/rpg-audio/metalpot1.ogg,1.46,31,1292,8.10,3.7,Kenney RPG Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/rpg-audio,craft_success.ogg,,-10.3,1.8,92
AFX-050,Metal Pot 2,material,assets/afx/rpg-audio/metalpot2.ogg,0.94,22,2291,8.95,3.7,Kenney RPG Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/rpg-audio,unassigned,,-6.5,1.5,119
AFX-051,Metal Pot 3,material,assets/afx/rpg-audio/metalpot3.ogg,0.91,23,2051,21.41,4.8,Kenney RPG Audio,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/rpg-audio,craft_fail.ogg,,-6.3,2.3,65
AFX-052,Footstep carpet 000,footstep,assets/afx/impact-sounds/footstep-carpet-000.ogg,0.14,6,452,1.53,1.9,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-21.3,-1.1,3
AFX-053,Footstep carpet 001,footstep,assets/afx/impact-sounds/footstep-carpet-001.ogg,0.14,6,463,2.11,1.8,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-17.7,-1.2,0
AFX-054,Footstep carpet 002,footstep,assets/afx/impact-sounds/footstep-carpet-002.ogg,0.14,6,463,2.11,1.8,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-17.7,-1.2,0
AFX-055,Footstep carpet 003,footstep,assets/afx/impact-sounds/footstep-carpet-003.ogg,0.14,6,313,0.72,1.9,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-21.2,-1.1,4
AFX-056,Footstep carpet 004,footstep,assets/afx/impact-sounds/footstep-carpet-004.ogg,0.14,6,313,0.72,1.9,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-21.2,-1.1,4
AFX-057,Footstep concrete 000,footstep,assets/afx/impact-sounds/footstep-concrete-000.ogg,0.11,6,242,0.04,2.1,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,move_step.ogg,,-19.6,-0.9,0
AFX-058,Footstep concrete 001,footstep,assets/afx/impact-sounds/footstep-concrete-001.ogg,0.11,6,352,0.89,1.9,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-21.2,-1.1,0
AFX-059,Footstep concrete 002,footstep,assets/afx/impact-sounds/footstep-concrete-002.ogg,0.11,6,348,0.83,2.0,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-21.4,-1.0,0
AFX-060,Footstep concrete 003,footstep,assets/afx/impact-sounds/footstep-concrete-003.ogg,0.11,6,250,0.11,1.9,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-20.4,-1.1,0
AFX-061,Footstep concrete 004,footstep,assets/afx/impact-sounds/footstep-concrete-004.ogg,0.11,6,255,0.04,2.0,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-19.8,-1.0,0
AFX-062,Footstep grass 000,footstep,assets/afx/impact-sounds/footstep-grass-000.ogg,0.78,8,641,3.09,2.0,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-25.7,-1.1,0
AFX-063,Footstep grass 001,footstep,assets/afx/impact-sounds/footstep-grass-001.ogg,0.67,8,946,6.72,1.9,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-24.9,-1.1,0
AFX-064,Footstep grass 002,footstep,assets/afx/impact-sounds/footstep-grass-002.ogg,0.69,8,993,6.18,2.0,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-25.4,-1.1,0
AFX-065,Footstep grass 003,footstep,assets/afx/impact-sounds/footstep-grass-003.ogg,0.67,8,574,2.76,2.1,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-26.0,-0.9,0
AFX-066,Footstep grass 004,footstep,assets/afx/impact-sounds/footstep-grass-004.ogg,0.59,8,692,3.98,1.9,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-25.5,-1.1,0
AFX-067,Footstep snow 000,footstep,assets/afx/impact-sounds/footstep-snow-000.ogg,0.37,8,507,1.34,2.2,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-20.0,-0.9,3
AFX-068,Footstep snow 001,footstep,assets/afx/impact-sounds/footstep-snow-001.ogg,0.37,8,281,0.31,2.0,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-16.9,-1.0,3
AFX-069,Footstep snow 002,footstep,assets/afx/impact-sounds/footstep-snow-002.ogg,0.37,8,239,0.21,2.1,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-17.3,-0.9,3
AFX-070,Footstep snow 003,footstep,assets/afx/impact-sounds/footstep-snow-003.ogg,0.37,8,301,0.54,2.1,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-21.4,-0.9,3
AFX-071,Footstep snow 004,footstep,assets/afx/impact-sounds/footstep-snow-004.ogg,0.37,7,241,0.28,1.9,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-21.1,-1.1,20
AFX-072,Footstep wood 000,footstep,assets/afx/impact-sounds/footstep-wood-000.ogg,0.25,6,120,0.00,2.1,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-20.2,-0.9,1
AFX-073,Footstep wood 001,footstep,assets/afx/impact-sounds/footstep-wood-001.ogg,0.25,6,116,0.00,2.0,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-19.2,-1.0,0
AFX-074,Footstep wood 002,footstep,assets/afx/impact-sounds/footstep-wood-002.ogg,0.25,6,109,0.00,2.1,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-18.9,-0.9,1
AFX-075,Footstep wood 003,footstep,assets/afx/impact-sounds/footstep-wood-003.ogg,0.25,6,123,0.00,1.9,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-21.0,-1.1,1
AFX-076,Footstep wood 004,footstep,assets/afx/impact-sounds/footstep-wood-004.ogg,0.25,6,100,0.00,2.0,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-19.3,-1.0,1
AFX-077,Impact Bell heavy 000,impact,assets/afx/impact-sounds/impactbell-heavy-000.ogg,1.48,14,493,0.00,1.9,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-24.6,-1.1,0
AFX-078,Impact Bell heavy 001,impact,assets/afx/impact-sounds/impactbell-heavy-001.ogg,1.74,15,357,0.00,1.8,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-22.8,-1.2,0
AFX-079,Impact Bell heavy 002,impact,assets/afx/impact-sounds/impactbell-heavy-002.ogg,0.70,9,344,0.00,2.2,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-22.1,-0.8,0
AFX-080,Impact Bell heavy 003,impact,assets/afx/impact-sounds/impactbell-heavy-003.ogg,0.65,9,460,0.00,2.0,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-23.1,-1.0,0
AFX-081,Impact Bell heavy 004,impact,assets/afx/impact-sounds/impactbell-heavy-004.ogg,0.30,6,277,0.00,1.9,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-20.6,-1.1,0
AFX-082,Impact Generic light 000,impact,assets/afx/impact-sounds/impactgeneric-light-000.ogg,0.14,6,599,0.00,1.8,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-18.3,-1.2,0
AFX-083,Impact Generic light 001,impact,assets/afx/impact-sounds/impactgeneric-light-001.ogg,0.12,6,875,0.02,2.0,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-19.2,-1.0,0
AFX-084,Impact Generic light 002,impact,assets/afx/impact-sounds/impactgeneric-light-002.ogg,0.14,6,725,0.01,2.0,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-19.3,-1.0,0
AFX-085,Impact Generic light 003,impact,assets/afx/impact-sounds/impactgeneric-light-003.ogg,0.14,6,910,0.03,1.9,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-19.7,-1.1,0
AFX-086,Impact Generic light 004,impact,assets/afx/impact-sounds/impactgeneric-light-004.ogg,0.14,6,956,0.02,2.1,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-19.5,-0.9,0
AFX-087,Impact Glass heavy 000,material,assets/afx/impact-sounds/impactglass-heavy-000.ogg,0.24,7,708,0.03,1.9,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,egg_dismantle.ogg,,-22.0,-1.1,0
AFX-088,Impact Glass heavy 001,material,assets/afx/impact-sounds/impactglass-heavy-001.ogg,0.43,9,925,0.03,2.1,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-24.6,-1.0,0
AFX-089,Impact Glass heavy 002,material,assets/afx/impact-sounds/impactglass-heavy-002.ogg,0.25,7,763,0.07,2.1,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-22.8,-0.9,0
AFX-090,Impact Glass heavy 003,material,assets/afx/impact-sounds/impactglass-heavy-003.ogg,0.17,7,666,0.04,2.1,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-18.5,-0.9,0
AFX-091,Impact Glass heavy 004,material,assets/afx/impact-sounds/impactglass-heavy-004.ogg,0.40,8,621,0.01,1.8,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-23.8,-1.2,0
AFX-092,Impact Glass light 000,material,assets/afx/impact-sounds/impactglass-light-000.ogg,0.21,6,1527,0.00,1.5,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,egg_hatch.ogg,,-17.0,-1.5,0
AFX-093,Impact Glass light 001,material,assets/afx/impact-sounds/impactglass-light-001.ogg,0.21,6,1771,0.00,2.1,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-16.6,-0.9,0
AFX-094,Impact Glass light 002,material,assets/afx/impact-sounds/impactglass-light-002.ogg,0.21,6,1576,0.08,1.8,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-15.6,-1.2,0
AFX-095,Impact Glass light 003,material,assets/afx/impact-sounds/impactglass-light-003.ogg,0.21,6,1517,0.00,1.9,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-16.7,-1.1,0
AFX-096,Impact Glass light 004,material,assets/afx/impact-sounds/impactglass-light-004.ogg,0.21,6,1332,0.01,2.2,Kenney Impact Sounds,CC0-1.0,https://creativecommons.org/publicdomain/zero/1.0/,none,https://kenney.nl/assets/impact-sounds,unassigned,,-16.5,-0.8,0
